"mgi_symbol" "synonyms" "n_synonyms" "ensemble_ids" "n_ensembl_ids" "transcript_biotypes" "chromosome_name" "start_position" "end_position" "mgi_description"
"46571" "Orm1" "Agp-1 /// Agp-2 /// Orm-1" 3 "ENSMUSG00000039196" 1 "protein_coding" "4" "63262797" "63266400" "orosomucoid 1"
"46572" "Orm2" "Orm-2" 1 "ENSMUSG00000061540" 1 "protein_coding" "4" "63280686" "63284115" "orosomucoid 2"
"46573" "Orm3" "Agp-3 /// Orm-3" 2 "ENSMUSG00000028359" 1 "protein_coding" "4" "63274399" "63277748" "orosomucoid 3"
"46574" "Ormdl1" "C730042F17Rik" 1 "ENSMUSG00000026097" 1 "retained_intron /// protein_coding" "1" "53336254" "53349468" "ORM1-like 1 (S. cerevisiae)"
"46575" "Ormdl2" "0610012C09Rik" 1 "ENSMUSG00000025353" 1 "protein_coding" "10" "128653771" "128657514" "ORM1-like 2 (S. cerevisiae)"
"46576" "Ormdl3" "2810011N17Rik" 1 "ENSMUSG00000038150" 1 "protein_coding" "11" "98472082" "98478194" "ORM1-like 3 (S. cerevisiae)"
"46577" "Os9" "4632413K17Rik" 1 "ENSMUSG00000040462" 1 "protein_coding /// nonsense_mediated_decay" "10" "126931519" "126957000" "amplified in osteosarcoma"
"46578" "Osbp" "1110018F06Rik" 1 "ENSMUSG00000024687" 1 "protein_coding" "19" "11943305" "11971476" "oxysterol binding protein"
"46579" "Osbp2" "1700095P05Rik /// C630001G20Rik /// ORP-4 /// OSBPL1" 4 "ENSMUSG00000020435" 1 "protein_coding /// protein_coding_CDS_not_defined" "11" "3653731" "3813903" "oxysterol binding protein 2"
"46580" "Osbpl10" "4933433D06Rik /// C820004B04Rik /// OPR-10" 3 "ENSMUSG00000040875" 1 "protein_coding /// nonsense_mediated_decay /// protein_coding_CDS_not_defined" "9" "114807637" "115061293" "oxysterol binding protein-like 10"
"46581" "Osbpl11" "ORP-11" 1 "ENSMUSG00000022807" 1 "protein_coding /// retained_intron" "16" "33005441" "33063682" "oxysterol binding protein-like 11"
"46582" "Osbpl1a" "G430090F17Rik /// LOC328902" 2 "ENSMUSG00000044252" 1 "protein_coding /// nonsense_mediated_decay /// retained_intron" "18" "12888371" "13074898" "oxysterol binding protein-like 1A"
"46583" "Osbpl2" "C130070J12Rik /// ORP-2" 2 "ENSMUSG00000039050" 1 "protein_coding /// protein_coding_CDS_not_defined /// retained_intron" "2" "179761099" "179804473" "oxysterol binding protein-like 2"
"46584" "Osbpl3" "1200014M06Rik /// 6720421I08Rik /// ORP3 /// OSBP3" 4 "ENSMUSG00000029822" 1 "protein_coding /// retained_intron /// protein_coding_CDS_not_defined" "6" "50270310" "50433181" "oxysterol binding protein-like 3"
"46585" "Osbpl5" "1110006M06Rik /// Obph1 /// ORP5" 3 "ENSMUSG00000037606" 1 "retained_intron /// protein_coding /// protein_coding_CDS_not_defined" "7" "143242499" "143310722" "oxysterol binding protein-like 5"
"46586" "Osbpl6" "1110062M20Rik /// ORP-6" 2 "ENSMUSG00000042359" 1 "protein_coding_CDS_not_defined /// protein_coding /// nonsense_mediated_decay" "2" "76236852" "76430991" "oxysterol binding protein-like 6"
"46587" "Osbpl7" "4933437E18Rik" 1 "ENSMUSG00000038534" 1 "protein_coding /// protein_coding_CDS_not_defined /// retained_intron" "11" "96941454" "96959730" "oxysterol binding protein-like 7"
"46588" "Osbpl8" "D330025H14Rik /// ORP-8" 2 "ENSMUSG00000020189" 1 "protein_coding /// retained_intron /// protein_coding_CDS_not_defined" "10" "111000613" "111133110" "oxysterol binding protein-like 8"
"46589" "Osbpl9" "2600011I06Rik /// ORP-9" 2 "ENSMUSG00000028559" 1 "protein_coding /// nonsense_mediated_decay /// protein_coding_CDS_not_defined /// retained_intron" "4" "108918342" "109059469" "oxysterol binding protein-like 9"
"46590" "Oscar" "mOSCAR" 1 "ENSMUSG00000054594" 1 "protein_coding /// protein_coding_CDS_not_defined" "7" "3612812" "3619156" "osteoclast associated receptor"
"46591" "Oscp1" "1810007P19Rik /// 6030436A01Rik" 2 "ENSMUSG00000042616" 1 "protein_coding /// protein_coding_CDS_not_defined /// retained_intron" "4" "125952358" "125985988" "organic solute carrier partner 1"
"46592" "Oser1" "3230401D17Rik" 1 "ENSMUSG00000035399" 1 "protein_coding /// protein_coding_CDS_not_defined" "2" "163247742" "163266617" "oxidative stress responsive serine rich 1"
"46593" "Osgep" "1500019L24Rik /// GCPL-1 /// PRSMG1" 3 "ENSMUSG00000006289" 1 "nonsense_mediated_decay /// protein_coding /// retained_intron" "14" "51143935" "51162350" "O-sialoglycoprotein endopeptidase"
"46594" "Osgepl1" "2610001M19Rik /// MGC13061" 2 "ENSMUSG00000026096" 1 "protein_coding /// nonsense_mediated_decay /// protein_coding_CDS_not_defined /// retained_intron" "1" "53352783" "53365502" "O-sialoglycoprotein endopeptidase-like 1"
"46595" "Osgin1" "1700012B18Rik" 1 "ENSMUSG00000074063" 1 "protein_coding /// protein_coding_CDS_not_defined /// retained_intron" "8" "120160863" "120172995" "oxidative stress induced growth inhibitor 1"
"46596" "Osgin2" "C230027H09Rik" 1 "ENSMUSG00000041153" 1 "protein_coding /// protein_coding_CDS_not_defined" "4" "15997121" "16013888" "oxidative stress induced growth inhibitor family member 2"
"46597" "Osm" "OncoM" 1 "ENSMUSG00000058755" 1 "protein_coding /// protein_coding_CDS_not_defined" "11" "4186420" "4191026" "oncostatin M"
"46598" "Osmr" "OSMRB" 1 "ENSMUSG00000022146" 1 "protein_coding /// retained_intron" "15" "6843058" "6904450" "oncostatin M receptor"
"46599" "Osr1" "Odd1" 1 "ENSMUSG00000048387" 1 "protein_coding" "12" "9620116" "9631500" "odd-skipped related transcription factor 1"
"46600" "Osr2" "5430409I15Rik /// Osr2A /// Osr2B" 3 "ENSMUSG00000022330" 1 "protein_coding_CDS_not_defined /// retained_intron /// protein_coding" "15" "35296244" "35303451" "odd-skipped related 2"
"46601" "Ost4" "2310016E02Rik" 1 "ENSMUSG00000038803" 1 "protein_coding" "5" "31063229" "31065132" "oligosaccharyltransferase complex subunit 4 (non-catalytic)"
"46602" "Ostc" "2310008M10Rik /// 5730557H03Rik" 2 "ENSMUSG00000041084" 1 "protein_coding /// retained_intron" "3" "130489561" "130503093" "oligosaccharyltransferase complex subunit (non-catalytic)"
"46603" "Ostf1" "C78236 /// Sh3d3 /// SH3P2" 3 "ENSMUSG00000024725" 1 "protein_coding /// nonsense_mediated_decay /// retained_intron" "19" "18493501" "18609187" "osteoclast stimulating factor 1"
"46604" "Ostm1" "1200002H13Rik /// gl /// HSPC019" 3 "ENSMUSG00000038280" 1 "protein_coding_CDS_not_defined /// protein_coding /// retained_intron" "10" "42459818" "42578455" "osteopetrosis associated transmembrane protein 1"
"46605" "Ostn" "musclin /// Ostc" 2 "ENSMUSG00000052276" 1 "protein_coding" "16" "27126239" "27169962" "osteocrin"
"46606" "Otc" "" 0 "ENSMUSG00000031173" 1 "protein_coding" "X" "10118544" "10187263" "ornithine transcarbamylase"
"46607" "Otoa" "" 0 "ENSMUSG00000034990" 1 "retained_intron /// protein_coding /// nonsense_mediated_decay" "7" "120680873" "120762320" "otoancorin"
"46608" "Otof" "" 0 "ENSMUSG00000062372" 1 "protein_coding /// retained_intron" "5" "30524406" "30619276" "otoferlin"
"46609" "Otog" "Otgn" 1 "ENSMUSG00000009487" 1 "protein_coding /// retained_intron" "7" "45890411" "45960858" "otogelin"
"46610" "Otogl" "Gm6924" 1 "ENSMUSG00000091455" 1 "protein_coding" "10" "107596392" "107747995" "otogelin-like"
"46611" "Otol1" "Gm414 /// LOC229389" 2 "ENSMUSG00000027788" 1 "protein_coding" "3" "69914946" "69936041" "otolin 1"
"46612" "Otop1" "A530025J20Rik /// tlt" 2 "ENSMUSG00000051596" 1 "protein_coding /// protein_coding_CDS_not_defined" "5" "38433316" "38461552" "otopetrin 1"
"46613" "Otop2" "" 0 "ENSMUSG00000050201" 1 "protein_coding /// protein_coding_CDS_not_defined" "11" "115197989" "115223129" "otopetrin 2"
"46614" "Otop3" "2310011E08Rik" 1 "ENSMUSG00000018862" 1 "protein_coding" "11" "115225557" "115237753" "otopetrin 3"
"46615" "Otor" "Fdp" 1 "ENSMUSG00000027416" 1 "protein_coding" "2" "142920393" "142923633" "otoraplin"
"46616" "Otos" "" 0 "ENSMUSG00000044055" 1 "protein_coding /// retained_intron" "1" "92571940" "92576563" "otospiralin"
"46617" "Otp" "" 0 "ENSMUSG00000021685" 1 "protein_coding /// protein_coding_CDS_not_defined" "13" "95012110" "95021638" "orthopedia homeobox"
"46618" "Ott" "" 0 "ENSMUSG00000094885" 1 "protein_coding" "X" "147857278" "147921148" "ovary testis transcribed"
"46619" "Otub1" "" 0 "ENSMUSG00000024767" 1 "protein_coding /// retained_intron" "19" "7175567" "7183681" "OTU domain, ubiquitin aldehyde binding 1"
"46620" "Otub2" "2010015L18Rik /// 4930586I02Rik /// OTB2 /// OTU2" 4 "ENSMUSG00000021203" 1 "protein_coding /// retained_intron" "12" "103354941" "103372609" "OTU domain, ubiquitin aldehyde binding 2"
"46621" "Otud1" "4933428L19Rik" 1 "ENSMUSG00000043415" 1 "protein_coding" "2" "19662563" "19665394" "OTU domain containing 1"
"46622" "Otud3" "3110030K17Rik" 1 "ENSMUSG00000041161" 1 "protein_coding" "4" "138622690" "138641256" "OTU domain containing 3"
"46623" "Otud4" "4930431L18Rik /// D8Ertd69e" 2 "ENSMUSG00000036990" 1 "protein_coding /// retained_intron /// protein_coding_CDS_not_defined" "8" "80366247" "80404353" "OTU domain containing 4"
"46624" "Otud5" "Duba /// DXImx46e /// Sfc7" 3 "ENSMUSG00000031154" 1 "protein_coding_CDS_not_defined /// protein_coding /// retained_intron" "X" "7707603" "7742865" "OTU domain containing 5"
"46625" "Otud6a" "EG408193" 1 "ENSMUSG00000051582" 1 "protein_coding" "X" "99472619" "99473491" "OTU domain containing 6A"
"46626" "Otud6b" "2600013N14Rik" 1 "ENSMUSG00000040550" 1 "protein_coding /// nonsense_mediated_decay" "4" "14809498" "14826587" "OTU domain containing 6B"
"46627" "Otud7a" "Cezanne 2 protein /// Otud7" 2 "ENSMUSG00000033510" 1 "protein_coding /// protein_coding_CDS_not_defined" "7" "63094499" "63408776" "OTU domain containing 7A"
"46628" "Otud7b" "2900060B22Rik /// 4930463P07Rik /// Za20d1" 3 "ENSMUSG00000038495" 1 "protein_coding /// protein_coding_CDS_not_defined" "3" "96011839" "96068446" "OTU domain containing 7B"
"46629" "Otulin" "Fam105b /// gumby /// m3Sapc /// m7-1Sapc" 4 "ENSMUSG00000046034" 1 "protein_coding /// nonsense_mediated_decay" "15" "27542721" "27630779" "OTU deubiquitinase with linear linkage specificity"
"46630" "Otulinl" "Fam105a" 1 "ENSMUSG00000056069" 1 "protein_coding /// nonsense_mediated_decay /// retained_intron" "15" "27655155" "27681665" "OTU deubiquitinase with linear linkage specificity like"
"46631" "Otx1" "A730044F23Rik /// jv" 2 "ENSMUSG00000005917" 1 "protein_coding /// retained_intron" "11" "21944764" "21952897" "orthodenticle homeobox 1"
"46632" "Otx2" "E130306E05Rik" 1 "ENSMUSG00000021848" 1 "protein_coding /// protein_coding_CDS_not_defined /// retained_intron" "14" "48895134" "48911276" "orthodenticle homeobox 2"
"46633" "Otx2os1" "" 0 "ENSMUSG00000098682" 1 "lncRNA" "14" "48906165" "49109098" "orthodenticle homeobox 2 opposite strand 1"
"46634" "Ovca2" "9030414M07Rik" 1 "ENSMUSG00000038268" 1 "protein_coding /// protein_coding_CDS_not_defined" "11" "75066768" "75069661" "candidate tumor suppressor in ovarian cancer 2"
"46635" "Ovch2" "9230106D23Rik" 1 "ENSMUSG00000048236" 1 "protein_coding" "7" "107380751" "107400415" "ovochymase 2"
"46636" "Ovgp1" "Chit5 /// MOGP /// muc9 /// mucin 9 /// OGP /// oviductin" 6 "ENSMUSG00000074340" 1 "protein_coding /// nonsense_mediated_decay /// retained_intron /// protein_coding_CDS_not_defined" "3" "105881027" "105894739" "oviductal glycoprotein 1"
"46637" "Ovol1" "movo1 /// Ovo1" 2 "ENSMUSG00000024922" 1 "protein_coding" "19" "5599164" "5610674" "ovo like zinc finger 1"
"46638" "Ovol2" "1810007D21Rik /// M-OVO /// M-OVO-A /// M-OVO-B /// movo2 /// Ovol2 /// Zfp339" 7 "ENSMUSG00000037279" 1 "protein_coding /// protein_coding_CDS_not_defined" "2" "144147095" "144174066" "ovo like zinc finger 2"
"46639" "Ovol3" "LOC381867 /// movo3" 2 "ENSMUSG00000100512" 1 "protein_coding" "7" "29932864" "29935150" "ovo like zinc finger 3"
"46640" "Oxa1l" "1810020M02Rik" 1 "ENSMUSG00000000959" 1 "retained_intron /// protein_coding" "14" "54598291" "54607130" "oxidase assembly 1-like"
"46641" "Oxct1" "2610008O03Rik /// Scot-s" 2 "ENSMUSG00000022186" 1 "protein_coding /// protein_coding_CDS_not_defined" "15" "4055865" "4184826" "3-oxoacid CoA transferase 1"
"46642" "Oxct1as" "BC037032" 1 "ENSMUSG00000087221" 1 "TEC /// lncRNA" "15" "4049596" "4056887" "3-oxoacid CoA transferase 1 antisense RNA"
"46643" "Oxct2a" "Oxct2 /// Scot-t1" 2 "ENSMUSG00000076436" 1 "protein_coding" "4" "123215668" "123217427" "3-oxoacid CoA transferase 2A"
"46644" "Oxct2b" "Scot-t2" 1 "ENSMUSG00000076438" 1 "protein_coding" "4" "123010059" "123011793" "3-oxoacid CoA transferase 2B"
"46645" "Oxgr1" "Cysltr3 /// Gpr80 /// Gpr99 /// LOC239283 /// P2Y15" 5 "ENSMUSG00000044819" 1 "protein_coding" "14" "120256997" "120279847" "oxoglutarate (alpha-ketoglutarate) receptor 1"
"46646" "Oxld1" "1810049H13Rik" 1 "ENSMUSG00000039670" 1 "protein_coding" "11" "120347432" "120348894" "oxidoreductase like domain containing 1"
"46647" "Oxnad1" "2410002F01Rik" 1 "ENSMUSG00000021906" 1 "protein_coding /// nonsense_mediated_decay /// retained_intron" "14" "31807331" "31825159" "oxidoreductase NAD-binding domain containing 1"
"46648" "Oxr1" "2210416C20Rik /// C7 /// C7B" 3 "ENSMUSG00000022307" 1 "protein_coding /// nonsense_mediated_decay /// retained_intron" "15" "41310878" "41724444" "oxidation resistance 1"
"46649" "Oxsm" "4933425A18Rik" 1 "ENSMUSG00000021786" 1 "protein_coding /// protein_coding_CDS_not_defined" "14" "6219955" "6231111" "3-oxoacyl-ACP synthase, mitochondrial"
"46650" "Oxsr1" "2210022N24Rik /// 2810422B09Rik /// Osr1" 3 "ENSMUSG00000036737" 1 "protein_coding /// nonsense_mediated_decay /// retained_intron" "9" "119067498" "119151493" "oxidative-stress responsive 1"
"46651" "Oxt" "Oxy" 1 "ENSMUSG00000027301" 1 "protein_coding" "2" "130418093" "130418974" "oxytocin"
"46652" "Oxtr" "OTR" 1 "ENSMUSG00000049112" 1 "protein_coding" "6" "112450644" "112466904" "oxytocin receptor"
"46653" "P2rx1" "P2x /// P2X1 receptor /// Pdcd3 /// RP-2" 4 "ENSMUSG00000020787" 1 "protein_coding /// retained_intron" "11" "72889929" "72906026" "purinergic receptor P2X, ligand-gated ion channel, 1"
"46654" "P2rx2" "P2x2 /// P2X2a" 2 "ENSMUSG00000029503" 1 "protein_coding /// retained_intron" "5" "110487678" "110491078" "purinergic receptor P2X, ligand-gated ion channel, 2"
"46655" "P2rx3" "4930513E20Rik /// P2X3" 2 "ENSMUSG00000027071" 1 "protein_coding /// protein_coding_CDS_not_defined" "2" "84828927" "84867806" "purinergic receptor P2X, ligand-gated ion channel, 3"
"46656" "P2rx4" "D5Ertd444e /// P2X4" 2 "ENSMUSG00000029470" 1 "protein_coding /// retained_intron /// nonsense_mediated_decay /// protein_coding_CDS_not_defined" "5" "122845607" "122867801" "purinergic receptor P2X, ligand-gated ion channel 4"
"46657" "P2rx5" "P2X5" 1 "ENSMUSG00000005950" 1 "protein_coding" "11" "73051247" "73063511" "purinergic receptor P2X, ligand-gated ion channel, 5"
"46658" "P2rx6" "P2rxl1 /// P2xm" 2 "ENSMUSG00000022758" 1 "protein_coding /// nonsense_mediated_decay" "16" "17379749" "17395664" "purinergic receptor P2X, ligand-gated ion channel, 6"
"46659" "P2rx7" "P2X(7) /// P2X7 receptor /// P2X7R" 3 "ENSMUSG00000029468" 1 "protein_coding /// protein_coding_CDS_not_defined /// retained_intron" "5" "122781974" "122829495" "purinergic receptor P2X, ligand-gated ion channel, 7"
"46660" "P2ry1" "P2Y1 /// P2Y1 receptor /// P2y1r" 3 "ENSMUSG00000027765" 1 "protein_coding" "3" "60910216" "60916403" "purinergic receptor P2Y, G-protein coupled 1"
"46661" "P2ry10" "5830408N17Rik /// P2Y10" 2 "ENSMUSG00000050921" 1 "protein_coding" "X" "106132098" "106148580" "purinergic receptor P2Y, G-protein coupled 10"
"46662" "P2ry10b" "A630033H20Rik" 1 "ENSMUSG00000054293" 1 "protein_coding" "X" "106192533" "106217267" "purinergic receptor P2Y, G-protein coupled 10B"
"46663" "P2ry12" "2900079B22Rik /// 4921504D23Rik /// P2Y12" 3 "ENSMUSG00000036353" 1 "protein_coding" "3" "59123693" "59170292" "purinergic receptor P2Y, G-protein coupled 12"
"46664" "P2ry13" "2010001L06Rik /// Gpr86 /// P2Y13 /// SP174" 4 "ENSMUSG00000036362" 1 "protein_coding" "3" "59115313" "59118303" "purinergic receptor P2Y, G-protein coupled 13"
"46665" "P2ry14" "A330108O13Rik /// Gpr105 /// P2Y14" 3 "ENSMUSG00000036381" 1 "protein_coding /// retained_intron" "3" "59021276" "59061039" "purinergic receptor P2Y, G-protein coupled, 14"
"46666" "P2ry2" "P2Y2" 1 "ENSMUSG00000032860" 1 "protein_coding /// retained_intron" "7" "100645775" "100662073" "purinergic receptor P2Y, G-protein coupled 2"
"46667" "P2ry4" "P2Y4 /// P2Y4R" 2 "ENSMUSG00000044359" 1 "protein_coding" "X" "99633760" "99638475" "pyrimidinergic receptor P2Y, G-protein coupled, 4"
"46668" "P2ry6" "2010204J23Rik /// P2Y6" 2 "ENSMUSG00000048779" 1 "protein_coding /// protein_coding_CDS_not_defined /// retained_intron" "7" "100586837" "100623856" "pyrimidinergic receptor P2Y, G-protein coupled, 6"
"46669" "P3h1" "2410024C15Rik /// Gros1 /// Lepre1 /// Leprecan" 4 "ENSMUSG00000028641" 1 "protein_coding /// protein_coding_CDS_not_defined /// nonsense_mediated_decay /// retained_intron" "4" "119090112" "119106172" "prolyl 3-hydroxylase 1"
"46670" "P3h2" "Leprel1" 1 "ENSMUSG00000038168" 1 "protein_coding /// retained_intron /// protein_coding_CDS_not_defined" "16" "25778038" "25924534" "prolyl 3-hydroxylase 2"
"46671" "P3h3" "Grcb /// Leprel2" 2 "ENSMUSG00000023191" 1 "protein_coding /// nonsense_mediated_decay /// retained_intron" "6" "124818052" "124834715" "prolyl 3-hydroxylase 3"
"46672" "P3h4" "1110036O03Rik /// Leprel4" 2 "ENSMUSG00000006931" 1 "protein_coding" "11" "100299282" "100305662" "prolyl 3-hydroxylase family member 4 (non-enzymatic)"
"46673" "P3r3urf" "1700042G07Rik" 1 "ENSMUSG00000078593" 1 "protein_coding" "4" "116030569" "116031487" "Pik3r3 upstream reading frame"
"46674" "P4ha1" "P4ha" 1 "ENSMUSG00000019916" 1 "protein_coding" "10" "59159118" "59209126" "procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide"
"46675" "P4ha2" "P4hl" 1 "ENSMUSG00000018906" 1 "protein_coding /// retained_intron /// nonsense_mediated_decay /// protein_coding_CDS_not_defined" "11" "53990921" "54022491" "procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide"
"46676" "P4ha3" "D930031A02Rik" 1 "ENSMUSG00000051048" 1 "protein_coding /// nonsense_mediated_decay /// retained_intron /// protein_coding_CDS_not_defined" "7" "99934727" "99968906" "procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III"
"46677" "P4hb" "ERp59 /// PDI /// Pdia1 /// protein disulfide isomerase /// Thbp" 5 "ENSMUSG00000025130" 1 "protein_coding /// protein_coding_CDS_not_defined" "11" "120451124" "120464079" "prolyl 4-hydroxylase, beta polypeptide"
"46678" "P4htm" "4933406E20Rik /// P4h-tm" 2 "ENSMUSG00000006675" 1 "protein_coding /// protein_coding_CDS_not_defined /// retained_intron" "9" "108456061" "108474866" "prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)"
"46679" "Pa2g4" "Ebp1 /// Plfap" 2 "ENSMUSG00000025364" 1 "protein_coding /// retained_intron" "10" "128393635" "128401856" "proliferation-associated 2G4"
"46680" "Pabir1" "2410124L17Rik /// 2900009I07Rik /// Fam122a /// Gm9849" 4 "ENSMUSG00000074922" 1 "protein_coding" "19" "24453866" "24454720" "PP2A A alpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1"
"46681" "Pabir2" "4632404H22Rik /// Fam122b" 2 "ENSMUSG00000036022" 1 "protein_coding /// protein_coding_CDS_not_defined" "X" "52332292" "52358682" "PABIR family member 2"
"46682" "Pabir3" "4930432H15Rik /// 4930527G05Rik /// Fam122c" 3 "ENSMUSG00000036013" 1 "protein_coding /// nonsense_mediated_decay" "X" "52362301" "52420062" "PABIR family member 3"
"46683" "Pabpc1" "Pabp1 /// Pabpl1" 2 "ENSMUSG00000022283" 1 "protein_coding /// retained_intron /// protein_coding_CDS_not_defined" "15" "36595905" "36609912" "poly(A) binding protein, cytoplasmic 1"
"46684" "Pabpc1l" "1810053B01Rik /// ePAB" 2 "ENSMUSG00000054582" 1 "protein_coding /// protein_coding_CDS_not_defined" "2" "163867370" "163892458" "poly(A) binding protein, cytoplasmic 1-like"
"46685" "Pabpc1l2a" "EG245545 /// Pabpc1l2a-ps /// Rbm32a" 3 "ENSMUSG00000086524" 1 "processed_pseudogene" "X" "102110274" "102110786" "poly(A) binding protein, cytoplasmic 1-like 2A"
"46686" "Pabpc1l2b" "EG668382 /// Pabpc1l2b-ps /// Rbm32b" 3 "ENSMUSG00000084842" 1 "processed_pseudogene" "X" "102057304" "102057993" "poly(A) binding protein, cytoplasmic 1-like 2B"
"46687" "Pabpc2" "Pabp2" 1 "ENSMUSG00000051732" 1 "protein_coding" "18" "39906550" "39909135" "poly(A) binding protein, cytoplasmic 2"
"46688" "Pabpc4" "" 0 "ENSMUSG00000011257" 1 "protein_coding_CDS_not_defined /// protein_coding /// nonsense_mediated_decay /// retained_intron" "4" "123156144" "123192718" "poly(A) binding protein, cytoplasmic 4"
"46689" "Pabpc4l" "C330050A14Rik /// EG241989" 2 "ENSMUSG00000090919" 1 "protein_coding" "3" "46396632" "46402654" "poly(A) binding protein, cytoplasmic 4-like"
"46690" "Pabpc5" "" 0 "ENSMUSG00000034732" 1 "protein_coding" "X" "118836893" "118839862" "poly(A) binding protein, cytoplasmic 5"
"46691" "Pabpc6" "4932702K14Rik" 1 "ENSMUSG00000046173" 1 "protein_coding" "17" "9885424" "9888646" "poly(A) binding protein, cytoplasmic 6"
"46692" "Pabpn1" "Pabp3 /// poly(A) binding protein II" 2 "ENSMUSG00000022194" 1 "protein_coding /// nonsense_mediated_decay /// retained_intron" "14" "55129957" "55135626" "poly(A) binding protein, nuclear 1"
"46693" "Pabpn1l" "ePABP2 /// LOC382035" 2 "ENSMUSG00000069867" 1 "protein_coding" "8" "123346210" "123349478" "poly(A)binding protein nuclear 1-like"
"46694" "Pacc1" "2310028N02Rik /// Tmem206" 2 "ENSMUSG00000026627" 1 "protein_coding" "1" "191058109" "191083111" "proton activated chloride channel 1"
"46695" "Pacrg" "1700008H23Rik" 1 "ENSMUSG00000037196" 1 "protein_coding /// protein_coding_CDS_not_defined" "17" "10621941" "11059198" "PARK2 co-regulated"
"46696" "Pacs1" "" 0 "ENSMUSG00000024855" 1 "protein_coding /// nonsense_mediated_decay /// retained_intron" "19" "5183186" "5323147" "phosphofurin acidic cluster sorting protein 1"
"46697" "Pacs2" "6720425G15Rik /// Pacs1l" 2 "ENSMUSG00000021143" 1 "protein_coding /// nonsense_mediated_decay /// retained_intron" "12" "112978128" "113038021" "phosphofurin acidic cluster sorting protein 2"
"46698" "Pacsin1" "A830061D09Rik /// Syndapin I" 2 "ENSMUSG00000040276" 1 "protein_coding /// protein_coding_CDS_not_defined /// retained_intron" "17" "27874483" "27930456" "protein kinase C and casein kinase substrate in neurons 1"
"46699" "Pacsin2" "Syndapin II" 1 "ENSMUSG00000016664" 1 "protein_coding /// protein_coding_CDS_not_defined /// retained_intron" "15" "83259808" "83348807" "protein kinase C and casein kinase substrate in neurons 2"
"46700" "Pacsin3" "4921507A02Rik /// 6330413E15Rik" 2 "ENSMUSG00000027257" 1 "protein_coding /// retained_intron /// protein_coding_CDS_not_defined" "2" "91086299" "91095024" "protein kinase C and casein kinase substrate in neurons 3"
"46701" "Padi1" "Pad type 1 /// Pdi1" 2 "ENSMUSG00000025329" 1 "protein_coding" "4" "140540294" "140573089" "peptidyl arginine deiminase, type I"
"46702" "Padi2" "PAD type II /// Pdi /// Pdi2" 3 "ENSMUSG00000028927" 1 "protein_coding /// protein_coding_CDS_not_defined" "4" "140633655" "140679897" "peptidyl arginine deiminase, type II"
"46703" "Padi3" "PAD type III /// Pad3 /// Pdi3" 3 "ENSMUSG00000025328" 1 "protein_coding" "4" "140512676" "140537959" "peptidyl arginine deiminase, type III"
"46704" "Padi4" "PAD type IV /// Pad4 /// Pdi4" 3 "ENSMUSG00000025330" 1 "protein_coding /// protein_coding_CDS_not_defined" "4" "140473176" "140501547" "peptidyl arginine deiminase, type IV"
"46705" "Padi6" "ePAD /// Pad6 /// Padi5" 3 "ENSMUSG00000040935" 1 "protein_coding /// protein_coding_CDS_not_defined" "4" "140454666" "140469954" "peptidyl arginine deiminase, type VI"
"46706" "Paf1" "5730511K23Rik" 1 "ENSMUSG00000003437" 1 "protein_coding /// retained_intron" "7" "28092376" "28098813" "Paf1, RNA polymerase II complex component"
"46707" "Pafah1b1" "LIS-1 /// Lis1 /// lissencephaly-1 protein /// Mdsh /// PAF-AH 45 /// Pafaha" 6 "ENSMUSG00000020745" 1 "retained_intron /// protein_coding" "11" "74564775" "74615496" "platelet-activating factor acetylhydrolase, isoform 1b, subunit 1"
"46708" "Pafah1b1-ps1" "Lis3 /// Mdsh3 /// Pafaha-ps1" 3 "ENSMUSG00000097041" 1 "processed_pseudogene" "3" "96314833" "96316375" "platelet-activating factor acetylhydrolase, isoform 1b, beta1 subunit, pseudogene 1"
"46709" "Pafah1b1-ps2" "Lis4 /// Mdsh4 /// Pafaha-ps2" 3 "ENSMUSG00000109177" 1 "unprocessed_pseudogene" "7" "7064443" "7066451" "platelet-activating factor acetylhydrolase, isoform 1b, beta1 subunit, pseudogene 2"
"46710" "Pafah1b2" "mus[b] /// PAF-AH 30 /// Pafahb" 3 "ENSMUSG00000003131" 1 "protein_coding /// retained_intron" "9" "45874157" "45923988" "platelet-activating factor acetylhydrolase, isoform 1b, subunit 2"
"46711" "Pafah1b3" "mus[g] /// Pafahg" 2 "ENSMUSG00000005447" 1 "retained_intron /// protein_coding /// protein_coding_CDS_not_defined" "7" "24994474" "24997411" "platelet-activating factor acetylhydrolase, isoform 1b, subunit 3"
"46712" "Pafah2" "2310074E22Rik" 1 "ENSMUSG00000037366" 1 "protein_coding /// protein_coding_CDS_not_defined" "4" "134123631" "134154724" "platelet-activating factor acetylhydrolase 2"
"46713" "Pag1" "Cbp /// F730007C19Rik" 2 "ENSMUSG00000027508" 1 "protein_coding /// retained_intron /// protein_coding_CDS_not_defined" "3" "9752539" "9898739" "phosphoprotein associated with glycosphingolipid microdomains 1"
